Data;item;v0;v1
2014-06-01 00:00:00.000;12941;17.68;17.68
2014-06-01 00:30:00.000;12941;17.76;17.76
2014-06-01 01:00:00.000;12941;17.84;17.84
2014-06-01 01:30:00.000;12941;18.16;18.16
2014-06-01 02:00:00.000;12941;18;18
2014-06-01 02:30:00.000;12941;17.92;17.92
2014-06-01 03:00:00.000;12941;7.68;7.68
2014-06-01 03:30:00.000;12941;1.2;1.2
2014-06-01 04:00:00.000;12941;1.28;1.28
2014-06-01 04:30:00.000;12941;1.2;1.2
2014-06-01 05:00:00.000;12941;1.6;1.6
2014-06-01 05:30:00.000;12941;1.52;1.52
2014-06-01 06:00:00.000;12941;1.6;1.6
2014-06-01 06:30:00.000;12941;1.84;1.84
2014-06-01 07:00:00.000;12941;1.44;1.44
2014-06-01 07:30:00.000;12941;1.2;1.2
2014-06-01 08:00:00.000;12941;1.28;1.28
2014-06-01 08:30:00.000;12941;1.2;1.2
2014-06-01 09:00:00.000;12941;1.28;1.28
2014-06-01 09:30:00.000;12941;12.4;12.4
2014-06-01 10:00:00.000;12941;18;18
2014-06-01 10:30:00.000;12941;17.52;17.52
2014-06-01 11:00:00.000;12941;17.6;17.6
2014-06-01 11:30:00.000;12941;17.52;17.52
2014-06-01 12:00:00.000;12941;17.52;17.52
2014-06-01 12:30:00.000;12941;17.52;17.52
2014-06-01 13:00:00.000;12941;17.44;17.44
2014-06-01 13:30:00.000;12941;17.84;17.84
2014-06-01 14:00:00.000;12941;17.44;17.44
2014-06-01 14:30:00.000;12941;17.44;17.44
2014-06-01 15:00:00.000;12941;17.36;17.36
2014-06-01 15:30:00.000;12941;17.44;17.44
2014-06-01 16:00:00.000;12941;17.36;17.36
2014-06-01 16:30:00.000;12941;17.44;17.44
2014-06-01 17:00:00.000;12941;17.68;17.68
2014-06-01 17:30:00.000;12941;17.52;17.52
2014-06-01 18:00:00.000;12941;17.36;17.36
2014-06-01 18:30:00.000;12941;17.44;17.44
2014-06-01 19:00:00.000;12941;17.28;17.28
2014-06-01 19:30:00.000;12941;17.36;17.36
2014-06-01 20:00:00.000;12941;17.36;17.36
2014-06-01 20:30:00.000;12941;17.36;17.36
2014-06-01 21:00:00.000;12941;17.6;17.6
2014-06-01 21:30:00.000;12941;17.44;17.44
2014-06-01 22:00:00.000;12941;17.36;17.36
2014-06-01 22:30:00.000;12941;17.36;17.36
2014-06-01 23:00:00.000;12941;17.44;17.44
2014-06-01 23:30:00.000;12941;17.52;17.52
2014-06-02 00:00:00.000;12941;17.52;17.52
2014-06-02 00:30:00.000;12941;17.6;17.6
2014-06-02 01:00:00.000;12941;17.52;17.52
2014-06-02 01:30:00.000;12941;17.6;17.6
2014-06-02 02:00:00.000;12941;17.68;17.68
2014-06-02 02:30:00.000;12941;17.68;17.68
2014-06-02 03:00:00.000;12941;17.68;17.68
2014-06-02 03:30:00.000;12941;17.68;17.68
2014-06-02 04:00:00.000;12941;14.4;14.4
2014-06-02 04:30:00.000;12941;1.28;1.28
2014-06-02 05:00:00.000;12941;1.2;1.2
2014-06-02 05:30:00.000;12941;1.52;1.52
2014-06-02 06:00:00.000;12941;1.36;1.36
2014-06-02 06:30:00.000;12941;1.2;1.2
2014-06-02 07:00:00.000;12941;1.28;1.28
2014-06-02 07:30:00.000;12941;1.2;1.2
2014-06-02 08:00:00.000;12941;1.44;1.44
2014-06-02 08:30:00.000;12941;11.76;11.76
2014-06-02 09:00:00.000;12941;17.52;17.52
2014-06-02 09:30:00.000;12941;17.52;17.52
2014-06-02 10:00:00.000;12941;17.44;17.44
2014-06-02 10:30:00.000;12941;17.44;17.44
2014-06-02 11:00:00.000;12941;17.36;17.36
2014-06-02 11:30:00.000;12941;17.44;17.44
2014-06-02 12:00:00.000;12941;17.36;17.36
2014-06-02 12:30:00.000;12941;17.36;17.36
2014-06-02 13:00:00.000;12941;17.36;17.36
2014-06-02 13:30:00.000;12941;17.36;17.36
2014-06-02 14:00:00.000;12941;17.28;17.28
2014-06-02 14:30:00.000;12941;17.28;17.28
2014-06-02 15:00:00.000;12941;17.28;17.28
2014-06-02 15:30:00.000;12941;17.28;17.28
2014-06-02 16:00:00.000;12941;17.52;17.52
2014-06-02 16:30:00.000;12941;17.2;17.2
2014-06-02 17:00:00.000;12941;17.28;17.28
2014-06-02 17:30:00.000;12941;17.2;17.2
2014-06-02 18:00:00.000;12941;17.28;17.28
2014-06-02 18:30:00.000;12941;17.2;17.2
2014-06-02 19:00:00.000;12941;17.2;17.2
2014-06-02 19:30:00.000;12941;17.28;17.28
2014-06-02 20:00:00.000;12941;17.2;17.2
2014-06-02 20:30:00.000;12941;17.2;17.2
