Data;item;v0;v1
2015-02-01 00:00:00.000;12941;44.24;44.24
2015-02-01 00:30:00.000;12941;42.48;42.48
2015-02-01 01:00:00.000;12941;36.24;36.24
2015-02-01 01:30:00.000;12941;36.4;36.4
2015-02-01 02:00:00.000;12941;35.6;35.6
2015-02-01 02:30:00.000;12941;35.6;35.6
2015-02-01 03:00:00.000;12941;35.76;35.76
2015-02-01 03:30:00.000;12941;35.44;35.44
2015-02-01 04:00:00.000;12941;35.44;35.44
2015-02-01 04:30:00.000;12941;35.52;35.52
2015-02-01 05:00:00.000;12941;35.44;35.44
2015-02-01 05:30:00.000;12941;35.92;35.92
2015-02-01 06:00:00.000;12941;35.84;35.84
2015-02-01 06:30:00.000;12941;35.6;35.6
2015-02-01 07:00:00.000;12941;35.52;35.52
2015-02-01 07:30:00.000;12941;37.28;37.28
2015-02-01 08:00:00.000;12941;37.36;37.36
2015-02-01 08:30:00.000;12941;37.12;37.12
2015-02-01 09:00:00.000;12941;36.96;36.96
2015-02-01 09:30:00.000;12941;48.64;48.64
2015-02-01 10:00:00.000;12941;36.72;36.72
2015-02-01 10:30:00.000;12941;36.48;36.48
2015-02-01 11:00:00.000;12941;47.6;47.6
2015-02-01 11:30:00.000;12941;44.48;44.48
2015-02-01 12:00:00.000;12941;36.96;36.96
2015-02-01 12:30:00.000;12941;54.96;54.96
2015-02-01 13:00:00.000;12941;43.2;43.2
2015-02-01 13:30:00.000;12941;40.96;40.96
2015-02-01 14:00:00.000;12941;54.96;54.96
2015-02-01 14:30:00.000;12941;40.48;40.48
2015-02-01 15:00:00.000;12941;43.04;43.04
2015-02-01 15:30:00.000;12941;54.64;54.64
2015-02-01 16:00:00.000;12941;38.24;38.24
2015-02-01 16:30:00.000;12941;50.72;50.72
2015-02-01 17:00:00.000;12941;54;54
2015-02-01 17:30:00.000;12941;53.84;53.84
2015-02-01 18:00:00.000;12941;54.16;54.16
2015-02-01 18:30:00.000;12941;53.92;53.92
2015-02-01 19:00:00.000;12941;53.68;53.68
2015-02-01 19:30:00.000;12941;54.08;54.08
2015-02-01 20:00:00.000;12941;53.92;53.92
2015-02-01 20:30:00.000;12941;53.84;53.84
2015-02-01 21:00:00.000;12941;54.08;54.08
2015-02-01 21:30:00.000;12941;54.08;54.08
2015-02-01 22:00:00.000;12941;54.4;54.4
2015-02-01 22:30:00.000;12941;50.64;50.64
2015-02-01 23:00:00.000;12941;37.52;37.52
2015-02-01 23:30:00.000;12941;36.24;36.24
2015-02-02 00:00:00.000;12941;35.92;35.92
2015-02-02 00:30:00.000;12941;47.68;47.68
2015-02-02 01:00:00.000;12941;38.72;38.72
2015-02-02 01:30:00.000;12941;36.56;36.56
2015-02-02 02:00:00.000;12941;36.32;36.32
2015-02-02 02:30:00.000;12941;36.24;36.24
2015-02-02 03:00:00.000;12941;36.24;36.24
2015-02-02 03:30:00.000;12941;36.32;36.32
2015-02-02 04:00:00.000;12941;36.24;36.24
2015-02-02 04:30:00.000;12941;36.32;36.32
2015-02-02 05:00:00.000;12941;36.4;36.4
2015-02-02 05:30:00.000;12941;36.64;36.64
2015-02-02 06:00:00.000;12941;36.8;36.8
2015-02-02 06:30:00.000;12941;36.16;36.16
2015-02-02 07:00:00.000;12941;35.76;35.76
2015-02-02 07:30:00.000;12941;36.64;36.64
2015-02-02 08:00:00.000;12941;41.44;41.44
2015-02-02 08:30:00.000;12941;45.04;45.04
2015-02-02 09:00:00.000;12941;36.48;36.48
2015-02-02 09:30:00.000;12941;41.28;41.28
2015-02-02 10:00:00.000;12941;52;52
2015-02-02 10:30:00.000;12941;36.96;36.96
2015-02-02 11:00:00.000;12941;47.92;47.92
2015-02-02 11:30:00.000;12941;47.04;47.04
2015-02-02 12:00:00.000;12941;37.68;37.68
2015-02-02 12:30:00.000;12941;44.88;44.88
2015-02-02 13:00:00.000;12941;54.64;54.64
2015-02-02 13:30:00.000;12941;39.68;39.68
2015-02-02 14:00:00.000;12941;43.6;43.6
2015-02-02 14:30:00.000;12941;54.24;54.24
2015-02-02 15:00:00.000;12941;43.2;43.2
2015-02-02 15:30:00.000;12941;41.44;41.44
2015-02-02 16:00:00.000;12941;53.68;53.68
2015-02-02 16:30:00.000;12941;53.76;53.76
2015-02-02 17:00:00.000;12941;53.44;53.44
2015-02-02 17:30:00.000;12941;54.24;54.24
2015-02-02 18:00:00.000;12941;54.4;54.4
2015-02-02 18:30:00.000;12941;54;54
2015-02-02 19:00:00.000;12941;54;54
2015-02-02 19:30:00.000;12941;54.48;54.48
2015-02-02 20:00:00.000;12941;54.08;54.08
