Data;item;v0;v1
2016-10-01 00:00:00.000;12941;1.52;1.52
2016-10-01 00:30:00.000;12941;1.44;1.44
2016-10-01 01:00:00.000;12941;1.44;1.44
2016-10-01 01:30:00.000;12941;1.52;1.52
2016-10-01 02:00:00.000;12941;1.44;1.44
2016-10-01 02:30:00.000;12941;1.52;1.52
2016-10-01 03:00:00.000;12941;1.44;1.44
2016-10-01 03:30:00.000;12941;1.44;1.44
2016-10-01 04:00:00.000;12941;1.52;1.52
2016-10-01 04:30:00.000;12941;1.44;1.44
2016-10-01 05:00:00.000;12941;1.44;1.44
2016-10-01 05:30:00.000;12941;1.52;1.52
2016-10-01 06:00:00.000;12941;1.44;1.44
2016-10-01 06:30:00.000;12941;1.52;1.52
2016-10-01 07:00:00.000;12941;1.44;1.44
2016-10-01 07:30:00.000;12941;1.44;1.44
2016-10-01 08:00:00.000;12941;1.52;1.52
2016-10-01 08:30:00.000;12941;1.52;1.52
2016-10-01 09:00:00.000;12941;1.44;1.44
2016-10-01 09:30:00.000;12941;1.52;1.52
2016-10-01 10:00:00.000;12941;1.44;1.44
2016-10-01 10:30:00.000;12941;1.52;1.52
2016-10-01 11:00:00.000;12941;1.52;1.52
2016-10-01 11:30:00.000;12941;1.52;1.52
2016-10-01 12:00:00.000;12941;1.44;1.44
2016-10-01 12:30:00.000;12941;1.52;1.52
2016-10-01 13:00:00.000;12941;1.52;1.52
2016-10-01 13:30:00.000;12941;1.52;1.52
2016-10-01 14:00:00.000;12941;1.52;1.52
2016-10-01 14:30:00.000;12941;1.44;1.44
2016-10-01 15:00:00.000;12941;1.52;1.52
2016-10-01 15:30:00.000;12941;1.52;1.52
2016-10-01 16:00:00.000;12941;1.52;1.52
2016-10-01 16:30:00.000;12941;1.44;1.44
2016-10-01 17:00:00.000;12941;1.52;1.52
2016-10-01 17:30:00.000;12941;1.44;1.44
2016-10-01 18:00:00.000;12941;1.52;1.52
2016-10-01 18:30:00.000;12941;1.52;1.52
2016-10-01 19:00:00.000;12941;1.52;1.52
2016-10-01 19:30:00.000;12941;1.44;1.44
2016-10-01 20:00:00.000;12941;1.52;1.52
2016-10-01 20:30:00.000;12941;1.52;1.52
2016-10-01 21:00:00.000;12941;1.52;1.52
2016-10-01 21:30:00.000;12941;1.52;1.52
2016-10-01 22:00:00.000;12941;1.44;1.44
2016-10-01 22:30:00.000;12941;1.52;1.52
2016-10-01 23:00:00.000;12941;1.52;1.52
2016-10-01 23:30:00.000;12941;1.44;1.44
2016-10-02 00:00:00.000;12941;1.52;1.52
2016-10-02 00:30:00.000;12941;1.44;1.44
2016-10-02 01:00:00.000;12941;1.44;1.44
2016-10-02 01:30:00.000;12941;1.44;1.44
2016-10-02 02:00:00.000;12941;1.44;1.44
2016-10-02 02:30:00.000;12941;1.44;1.44
2016-10-02 03:00:00.000;12941;1.52;1.52
2016-10-02 03:30:00.000;12941;1.44;1.44
2016-10-02 04:00:00.000;12941;1.44;1.44
2016-10-02 04:30:00.000;12941;1.44;1.44
2016-10-02 05:00:00.000;12941;1.44;1.44
2016-10-02 05:30:00.000;12941;1.44;1.44
2016-10-02 06:00:00.000;12941;1.52;1.52
2016-10-02 06:30:00.000;12941;1.44;1.44
2016-10-02 07:00:00.000;12941;1.44;1.44
2016-10-02 07:30:00.000;12941;1.52;1.52
2016-10-02 08:00:00.000;12941;1.44;1.44
2016-10-02 08:30:00.000;12941;1.52;1.52
2016-10-02 09:00:00.000;12941;1.44;1.44
2016-10-02 09:30:00.000;12941;1.52;1.52
2016-10-02 10:00:00.000;12941;1.44;1.44
2016-10-02 10:30:00.000;12941;1.52;1.52
2016-10-02 11:00:00.000;12941;1.52;1.52
2016-10-02 11:30:00.000;12941;1.52;1.52
2016-10-02 12:00:00.000;12941;1.44;1.44
2016-10-02 12:30:00.000;12941;1.52;1.52
2016-10-02 13:00:00.000;12941;1.52;1.52
2016-10-02 13:30:00.000;12941;1.44;1.44
2016-10-02 14:00:00.000;12941;1.52;1.52
2016-10-02 14:30:00.000;12941;1.52;1.52
2016-10-02 15:00:00.000;12941;1.44;1.44
2016-10-02 15:30:00.000;12941;1.52;1.52
2016-10-02 16:00:00.000;12941;1.44;1.44
2016-10-02 16:30:00.000;12941;1.52;1.52
2016-10-02 17:00:00.000;12941;1.52;1.52
2016-10-02 17:30:00.000;12941;1.44;1.44
2016-10-02 18:00:00.000;12941;1.52;1.52
2016-10-02 18:30:00.000;12941;1.44;1.44
2016-10-02 19:00:00.000;12941;1.44;1.44
2016-10-02 19:30:00.000;12941;1.52;1.52
2016-10-02 20:00:00.000;12941;1.52;1.52
2016-10-02 20:30:00.000;12941;1.52;1.52
2016-10-02 21:00:00.000;12941;1.52;1.52
2016-10-02 21:30:00.000;12941;1.52;1.52
2016-10-02 22:00:00.000;12941;1.44;1.44
2016-10-02 22:30:00.000;12941;1.52;1.52
2016-10-02 23:00:00.000;12941;1.52;1.52
2016-10-02 23:30:00.000;12941;1.44;1.44
2016-10-03 00:00:00.000;12941;1.52;1.52
2016-10-03 00:30:00.000;12941;1.44;1.44
2016-10-03 01:00:00.000;12941;1.52;1.52
2016-10-03 01:30:00.000;12941;1.44;1.44
2016-10-03 02:00:00.000;12941;1.44;1.44
2016-10-03 02:30:00.000;12941;1.52;1.52
2016-10-03 03:00:00.000;12941;1.44;1.44
2016-10-03 03:30:00.000;12941;1.44;1.44
2016-10-03 04:00:00.000;12941;1.52;1.52
2016-10-03 04:30:00.000;12941;1.44;1.44
2016-10-03 05:00:00.000;12941;1.52;1.52
2016-10-03 05:30:00.000;12941;1.44;1.44
2016-10-03 06:00:00.000;12941;1.44;1.44
2016-10-03 06:30:00.000;12941;1.44;1.44
2016-10-03 07:00:00.000;12941;1.44;1.44
2016-10-03 07:30:00.000;12941;1.52;1.52
2016-10-03 08:00:00.000;12941;1.52;1.52
2016-10-03 08:30:00.000;12941;1.6;1.6
2016-10-03 09:00:00.000;12941;1.6;1.6
2016-10-03 09:30:00.000;12941;4.88;4.88
2016-10-03 10:00:00.000;12941;11.92;11.92
2016-10-03 10:30:00.000;12941;11.84;11.84
2016-10-03 11:00:00.000;12941;11.84;11.84
2016-10-03 11:30:00.000;12941;12;12
2016-10-03 12:00:00.000;12941;11.44;11.44
2016-10-03 12:30:00.000;12941;10.96;10.96
2016-10-03 13:00:00.000;12941;10.88;10.88
2016-10-03 13:30:00.000;12941;10.96;10.96
2016-10-03 14:00:00.000;12941;11.2;11.2
2016-10-03 14:30:00.000;12941;11.12;11.12
2016-10-03 15:00:00.000;12941;10.96;10.96
2016-10-03 15:30:00.000;12941;10.96;10.96
2016-10-03 16:00:00.000;12941;10.96;10.96
2016-10-03 16:30:00.000;12941;10.8;10.8
2016-10-03 17:00:00.000;12941;10.88;10.88
2016-10-03 17:30:00.000;12941;11.04;11.04
2016-10-03 18:00:00.000;12941;10.48;10.48
2016-10-03 18:30:00.000;12941;10.48;10.48
2016-10-03 19:00:00.000;12941;10.48;10.48
2016-10-03 19:30:00.000;12941;10.56;10.56
2016-10-03 20:00:00.000;12941;10.48;10.48
2016-10-03 20:30:00.000;12941;10.56;10.56
2016-10-03 21:00:00.000;12941;10.64;10.64
2016-10-03 21:30:00.000;12941;10.72;10.72
2016-10-03 22:00:00.000;12941;10.64;10.64
2016-10-03 22:30:00.000;12941;10.64;10.64
2016-10-03 23:00:00.000;12941;10.64;10.64
2016-10-03 23:30:00.000;12941;10.4;10.4
2016-10-04 00:00:00.000;12941;10.32;10.32
2016-10-04 00:30:00.000;12941;10.48;10.48
