Data;item;v0;v1
2014-05-04 11:30:00.000;12954;0;0
2014-05-04 12:00:00.000;12954;0;0
2014-05-04 12:30:00.000;12954;0;0
2014-05-04 13:00:00.000;12954;0;0
2014-05-04 13:30:00.000;12954;0;0
2014-05-04 14:00:00.000;12954;0;0
2014-05-04 14:30:00.000;12954;0;0
2014-05-04 15:00:00.000;12954;0;0
2014-05-04 15:30:00.000;12954;0;0
2014-05-04 16:00:00.000;12954;0;0
2014-05-04 16:30:00.000;12954;0;0
2014-05-04 17:00:00.000;12954;0;0
2014-05-04 17:30:00.000;12954;0;0
2014-05-04 18:00:00.000;12954;0;0
2014-05-04 18:30:00.000;12954;0;0
2014-05-04 19:00:00.000;12954;0;0
2014-05-04 19:30:00.000;12954;0;0
2014-05-04 20:00:00.000;12954;0;0
2014-05-04 20:30:00.000;12954;0;0
2014-05-04 21:00:00.000;12954;0;0
2014-05-04 21:30:00.000;12954;0;0
2014-05-04 22:00:00.000;12954;0;0
2014-05-04 22:30:00.000;12954;0;0
2014-05-04 23:00:00.000;12954;0;0
2014-05-04 23:30:00.000;12954;0;0
2014-05-05 00:00:00.000;12954;0;0
2014-05-05 00:30:00.000;12954;0;0
2014-05-05 01:00:00.000;12954;0;0
2014-05-05 01:30:00.000;12954;0;0
2014-05-05 02:00:00.000;12954;0;0
2014-05-05 02:30:00.000;12954;0;0
2014-05-05 03:00:00.000;12954;0;0
2014-05-05 03:30:00.000;12954;0;0
2014-05-05 04:00:00.000;12954;0;0
2014-05-05 04:30:00.000;12954;0;0
2014-05-05 05:00:00.000;12954;0;0
2014-05-05 05:30:00.000;12954;0;0
2014-05-05 06:00:00.000;12954;0;0
2014-05-05 06:30:00.000;12954;0;0
2014-05-05 07:00:00.000;12954;0;0
2014-05-05 07:30:00.000;12954;0;0
2014-05-05 08:00:00.000;12954;0;0
2014-05-05 08:30:00.000;12954;0;0
2014-05-05 09:00:00.000;12954;0;0
2014-05-05 09:30:00.000;12954;0;0
2014-05-05 10:00:00.000;12954;0;0
2014-05-05 10:30:00.000;12954;0;0
2014-05-05 11:00:00.000;12954;0;0
2014-05-05 11:30:00.000;12954;0;0
2014-05-05 12:00:00.000;12954;0;0
2014-05-05 12:30:00.000;12954;0;0
2014-05-05 13:00:00.000;12954;0;0
2014-05-05 13:30:00.000;12954;0;0
2014-05-05 14:00:00.000;12954;0;0
2014-05-05 14:30:00.000;12954;0;0
2014-05-05 15:00:00.000;12954;0;0
2014-05-05 15:30:00.000;12954;579.2;579.2
2014-05-05 16:00:00.000;12954;1313.6;1313.6
2014-05-05 16:30:00.000;12954;1315.2;1315.2
2014-05-05 17:00:00.000;12954;1329.6;1329.6
2014-05-05 17:30:00.000;12954;1374.4;1374.4
2014-05-05 18:00:00.000;12954;1388.8;1388.8
2014-05-05 18:30:00.000;12954;1411.2;1411.2
2014-05-05 19:00:00.000;12954;1300.8;1300.8
2014-05-05 19:30:00.000;12954;822.4;822.4
2014-05-05 20:00:00.000;12954;817.6;817.6
2014-05-05 20:30:00.000;12954;784;784
2014-05-05 21:00:00.000;12954;779.2;779.2
2014-05-05 21:30:00.000;12954;744;744
2014-05-05 22:00:00.000;12954;708.8;708.8
2014-05-05 22:30:00.000;12954;684.8;684.8
2014-05-05 23:00:00.000;12954;944;944
2014-05-05 23:30:00.000;12954;934.4;934.4
2014-05-06 00:00:00.000;12954;881.6;881.6
2014-05-06 00:30:00.000;12954;891.2;891.2
2014-05-06 01:00:00.000;12954;235.2;235.2
2014-05-06 01:30:00.000;12954;0;0
2014-05-06 02:00:00.000;12954;0;0
2014-05-06 02:30:00.000;12954;0;0
2014-05-06 03:00:00.000;12954;324.8;324.8
2014-05-06 03:30:00.000;12954;467.2;467.2
2014-05-06 04:00:00.000;12954;472;472
2014-05-06 04:30:00.000;12954;468.8;468.8
2014-05-06 05:00:00.000;12954;467.2;467.2
2014-05-06 05:30:00.000;12954;472;472
2014-05-06 06:00:00.000;12954;473.6;473.6
2014-05-06 06:30:00.000;12954;502.4;502.4
2014-05-06 07:00:00.000;12954;531.2;531.2
2014-05-06 07:30:00.000;12954;649.6;649.6
2014-05-06 08:00:00.000;12954;736;736
2014-05-06 08:30:00.000;12954;800;800
2014-05-06 09:00:00.000;12954;782.4;782.4
2014-05-06 09:30:00.000;12954;803.2;803.2
2014-05-06 10:00:00.000;12954;830.4;830.4
2014-05-06 10:30:00.000;12954;854.4;854.4
2014-05-06 11:00:00.000;12954;846.4;846.4
2014-05-06 11:30:00.000;12954;840;840
2014-05-06 12:00:00.000;12954;857.6;857.6
2014-05-06 12:30:00.000;12954;854.4;854.4
2014-05-06 13:00:00.000;12954;854.4;854.4
