Data;item;v0;v1
2017-03-01 00:00:00.000;12941;22.56;22.56
2017-03-01 00:30:00.000;12941;22.16;22.16
2017-03-01 01:00:00.000;12941;22.24;22.24
2017-03-01 01:30:00.000;12941;22.24;22.24
2017-03-01 02:00:00.000;12941;22.4;22.4
2017-03-01 02:30:00.000;12941;22.4;22.4
2017-03-01 03:00:00.000;12941;22.32;22.32
2017-03-01 03:30:00.000;12941;22.4;22.4
2017-03-01 04:00:00.000;12941;22.32;22.32
2017-03-01 04:30:00.000;12941;22.32;22.32
2017-03-01 05:00:00.000;12941;22.16;22.16
2017-03-01 05:30:00.000;12941;22.16;22.16
2017-03-01 06:00:00.000;12941;22;22
2017-03-01 06:30:00.000;12941;21.92;21.92
2017-03-01 07:00:00.000;12941;21.84;21.84
2017-03-01 07:30:00.000;12941;22.56;22.56
2017-03-01 08:00:00.000;12941;22.64;22.64
2017-03-01 08:30:00.000;12941;22.56;22.56
2017-03-01 09:00:00.000;12941;22.8;22.8
2017-03-01 09:30:00.000;12941;23.12;23.12
2017-03-01 10:00:00.000;12941;23.04;23.04
2017-03-01 10:30:00.000;12941;22.96;22.96
2017-03-01 11:00:00.000;12941;23.12;23.12
2017-03-01 11:30:00.000;12941;23.44;23.44
2017-03-01 12:00:00.000;12941;23.44;23.44
2017-03-01 12:30:00.000;12941;23.44;23.44
2017-03-01 13:00:00.000;12941;23.44;23.44
2017-03-01 13:30:00.000;12941;23.2;23.2
2017-03-01 14:00:00.000;12941;23.04;23.04
2017-03-01 14:30:00.000;12941;23.04;23.04
2017-03-01 15:00:00.000;12941;23.2;23.2
2017-03-01 15:30:00.000;12941;23.2;23.2
2017-03-01 16:00:00.000;12941;23.2;23.2
2017-03-01 16:30:00.000;12941;23.36;23.36
2017-03-01 17:00:00.000;12941;23.28;23.28
2017-03-01 17:30:00.000;12941;23.28;23.28
2017-03-01 18:00:00.000;12941;23.12;23.12
2017-03-01 18:30:00.000;12941;22.88;22.88
2017-03-01 19:00:00.000;12941;22.96;22.96
2017-03-01 19:30:00.000;12941;23.04;23.04
2017-03-01 20:00:00.000;12941;23.04;23.04
2017-03-01 20:30:00.000;12941;23.12;23.12
2017-03-01 21:00:00.000;12941;23.12;23.12
2017-03-01 21:30:00.000;12941;23.44;23.44
2017-03-01 22:00:00.000;12941;23.28;23.28
2017-03-01 22:30:00.000;12941;23.04;23.04
2017-03-01 23:00:00.000;12941;23.2;23.2
2017-03-01 23:30:00.000;12941;22.72;22.72
2017-03-02 00:00:00.000;12941;22.24;22.24
2017-03-02 00:30:00.000;12941;22.24;22.24
2017-03-02 01:00:00.000;12941;22.24;22.24
2017-03-02 01:30:00.000;12941;22.4;22.4
2017-03-02 02:00:00.000;12941;22.32;22.32
2017-03-02 02:30:00.000;12941;22.32;22.32
2017-03-02 03:00:00.000;12941;22.24;22.24
2017-03-02 03:30:00.000;12941;22.32;22.32
2017-03-02 04:00:00.000;12941;22.16;22.16
2017-03-02 04:30:00.000;12941;22.08;22.08
2017-03-02 05:00:00.000;12941;22.32;22.32
2017-03-02 05:30:00.000;12941;22.24;22.24
2017-03-02 06:00:00.000;12941;22.24;22.24
2017-03-02 06:30:00.000;12941;22.08;22.08
2017-03-02 07:00:00.000;12941;22;22
2017-03-02 07:30:00.000;12941;22.56;22.56
2017-03-02 08:00:00.000;12941;22.24;22.24
2017-03-02 08:30:00.000;12941;21.92;21.92
2017-03-02 09:00:00.000;12941;22.16;22.16
2017-03-02 09:30:00.000;12941;22.4;22.4
2017-03-02 10:00:00.000;12941;22.4;22.4
2017-03-02 10:30:00.000;12941;22.48;22.48
2017-03-02 11:00:00.000;12941;22.48;22.48
