Data;item;v0;v1
2014-10-01 00:00:00.000;12941;1.68;1.68
2014-10-01 00:30:00.000;12941;2.48;2.48
2014-10-01 01:00:00.000;12941;2.48;2.48
2014-10-01 01:30:00.000;12941;4.4;4.4
2014-10-01 02:00:00.000;12941;8.08;8.08
2014-10-01 02:30:00.000;12941;3.52;3.52
2014-10-01 03:00:00.000;12941;2.32;2.32
2014-10-01 03:30:00.000;12941;2.48;2.48
2014-10-01 04:00:00.000;12941;2.24;2.24
2014-10-01 04:30:00.000;12941;2.72;2.72
2014-10-01 05:00:00.000;12941;15.44;15.44
2014-10-01 05:30:00.000;12941;2.48;2.48
2014-10-01 06:00:00.000;12941;2.56;2.56
2014-10-01 06:30:00.000;12941;2.4;2.4
2014-10-01 07:00:00.000;12941;1.76;1.76
2014-10-01 07:30:00.000;12941;1.28;1.28
2014-10-01 08:00:00.000;12941;2.64;2.64
2014-10-01 08:30:00.000;12941;18.48;18.48
2014-10-01 09:00:00.000;12941;6.08;6.08
2014-10-01 09:30:00.000;12941;1.68;1.68
2014-10-01 10:00:00.000;12941;12.08;12.08
2014-10-01 10:30:00.000;12941;18.8;18.8
2014-10-01 11:00:00.000;12941;14.8;14.8
2014-10-01 11:30:00.000;12941;1.76;1.76
2014-10-01 12:00:00.000;12941;10.64;10.64
2014-10-01 12:30:00.000;12941;18.32;18.32
2014-10-01 13:00:00.000;12941;15.2;15.2
2014-10-01 13:30:00.000;12941;1.6;1.6
2014-10-01 14:00:00.000;12941;6.64;6.64
2014-10-01 14:30:00.000;12941;18.4;18.4
2014-10-01 15:00:00.000;12941;12.96;12.96
2014-10-01 15:30:00.000;12941;2.24;2.24
2014-10-01 16:00:00.000;12941;12.64;12.64
2014-10-01 16:30:00.000;12941;18.48;18.48
2014-10-01 17:00:00.000;12941;18.48;18.48
2014-10-01 17:30:00.000;12941;2.88;2.88
2014-10-01 18:00:00.000;12941;6.88;6.88
2014-10-01 18:30:00.000;12941;18.56;18.56
2014-10-01 19:00:00.000;12941;18.72;18.72
2014-10-01 19:30:00.000;12941;18.96;18.96
2014-10-01 20:00:00.000;12941;18.96;18.96
2014-10-01 20:30:00.000;12941;18.88;18.88
2014-10-01 21:00:00.000;12941;19.04;19.04
2014-10-01 21:30:00.000;12941;19.28;19.28
2014-10-01 22:00:00.000;12941;18.88;18.88
2014-10-01 22:30:00.000;12941;5.6;5.6
2014-10-01 23:00:00.000;12941;2.08;2.08
2014-10-01 23:30:00.000;12941;16.88;16.88
2014-10-02 00:00:00.000;12941;7.84;7.84
2014-10-02 00:30:00.000;12941;2.08;2.08
2014-10-02 01:00:00.000;12941;2.08;2.08
2014-10-02 01:30:00.000;12941;2.08;2.08
2014-10-02 02:00:00.000;12941;2.08;2.08
2014-10-02 02:30:00.000;12941;2;2
2014-10-02 03:00:00.000;12941;2.08;2.08
2014-10-02 03:30:00.000;12941;2.08;2.08
2014-10-02 04:00:00.000;12941;2.08;2.08
2014-10-02 04:30:00.000;12941;2.08;2.08
2014-10-02 05:00:00.000;12941;2;2
2014-10-02 05:30:00.000;12941;2.4;2.4
2014-10-02 06:00:00.000;12941;2.16;2.16
2014-10-02 06:30:00.000;12941;1.68;1.68
2014-10-02 07:00:00.000;12941;2.08;2.08
2014-10-02 07:30:00.000;12941;2.16;2.16
2014-10-02 08:00:00.000;12941;2.16;2.16
2014-10-02 08:30:00.000;12941;2.16;2.16
2014-10-02 09:00:00.000;12941;2.8;2.8
2014-10-02 09:30:00.000;12941;3.28;3.28
2014-10-02 10:00:00.000;12941;24.96;24.96
2014-10-02 10:30:00.000;12941;28.08;28.08
2014-10-02 11:00:00.000;12941;27.44;27.44
2014-10-02 11:30:00.000;12941;27.04;27.04
2014-10-02 12:00:00.000;12941;42.96;42.96
2014-10-02 12:30:00.000;12941;28;28
2014-10-02 13:00:00.000;12941;27.04;27.04
2014-10-02 13:30:00.000;12941;25.92;25.92
2014-10-02 14:00:00.000;12941;42.16;42.16
2014-10-02 14:30:00.000;12941;26.96;26.96
2014-10-02 15:00:00.000;12941;25.68;25.68
2014-10-02 15:30:00.000;12941;29.28;29.28
2014-10-02 16:00:00.000;12941;41.28;41.28
2014-10-02 16:30:00.000;12941;25.92;25.92
2014-10-02 17:00:00.000;12941;25.84;25.84
2014-10-02 17:30:00.000;12941;39.92;39.92
2014-10-02 18:00:00.000;12941;32.24;32.24
2014-10-02 18:30:00.000;12941;25.68;25.68
2014-10-02 19:00:00.000;12941;34.8;34.8
2014-10-02 19:30:00.000;12941;42;42
2014-10-02 20:00:00.000;12941;42.08;42.08
2014-10-02 20:30:00.000;12941;35.44;35.44
2014-10-02 21:00:00.000;12941;28.32;28.32
2014-10-02 21:30:00.000;12941;43.28;43.28
2014-10-02 22:00:00.000;12941;43.28;43.28
2014-10-02 22:30:00.000;12941;26.16;26.16
2014-10-02 23:00:00.000;12941;26.32;26.32
