Data;item;v0;v1
2015-06-01 00:00:00.000;12941;2.48;2.48
2015-06-01 00:30:00.000;12941;2.56;2.56
2015-06-01 01:00:00.000;12941;2.48;2.48
2015-06-01 01:30:00.000;12941;2.56;2.56
2015-06-01 02:00:00.000;12941;2.56;2.56
2015-06-01 02:30:00.000;12941;2.4;2.4
2015-06-01 03:00:00.000;12941;2.16;2.16
2015-06-01 03:30:00.000;12941;2;2
2015-06-01 04:00:00.000;12941;1.76;1.76
2015-06-01 04:30:00.000;12941;2;2
2015-06-01 05:00:00.000;12941;1.84;1.84
2015-06-01 05:30:00.000;12941;1.76;1.76
2015-06-01 06:00:00.000;12941;1.84;1.84
2015-06-01 06:30:00.000;12941;1.76;1.76
2015-06-01 07:00:00.000;12941;1.76;1.76
2015-06-01 07:30:00.000;12941;1.92;1.92
2015-06-01 08:00:00.000;12941;1.92;1.92
2015-06-01 08:30:00.000;12941;1.76;1.76
2015-06-01 09:00:00.000;12941;1.84;1.84
2015-06-01 09:30:00.000;12941;1.76;1.76
2015-06-01 10:00:00.000;12941;1.76;1.76
2015-06-01 10:30:00.000;12941;1.76;1.76
2015-06-01 11:00:00.000;12941;1.84;1.84
2015-06-01 11:30:00.000;12941;1.76;1.76
2015-06-01 12:00:00.000;12941;1.84;1.84
2015-06-01 12:30:00.000;12941;2.16;2.16
2015-06-01 13:00:00.000;12941;2;2
2015-06-01 13:30:00.000;12941;1.92;1.92
2015-06-01 14:00:00.000;12941;1.92;1.92
2015-06-01 14:30:00.000;12941;2;2
2015-06-01 15:00:00.000;12941;1.92;1.92
2015-06-01 15:30:00.000;12941;1.92;1.92
2015-06-01 16:00:00.000;12941;1.92;1.92
2015-06-01 16:30:00.000;12941;2.08;2.08
2015-06-01 17:00:00.000;12941;1.84;1.84
2015-06-01 17:30:00.000;12941;1.84;1.84
2015-06-01 18:00:00.000;12941;1.84;1.84
2015-06-01 18:30:00.000;12941;1.84;1.84
2015-06-01 19:00:00.000;12941;1.84;1.84
2015-06-01 19:30:00.000;12941;1.84;1.84
2015-06-01 20:00:00.000;12941;1.76;1.76
2015-06-01 20:30:00.000;12941;2.4;2.4
2015-06-01 21:00:00.000;12941;2.48;2.48
2015-06-01 21:30:00.000;12941;2.56;2.56
2015-06-01 22:00:00.000;12941;2.48;2.48
2015-06-01 22:30:00.000;12941;2.56;2.56
2015-06-01 23:00:00.000;12941;2.56;2.56
2015-06-01 23:30:00.000;12941;2.48;2.48
2015-06-02 00:00:00.000;12941;2.56;2.56
2015-06-02 00:30:00.000;12941;2.48;2.48
2015-06-02 01:00:00.000;12941;2.56;2.56
2015-06-02 01:30:00.000;12941;2.48;2.48
2015-06-02 02:00:00.000;12941;2.56;2.56
2015-06-02 02:30:00.000;12941;2.24;2.24
2015-06-02 03:00:00.000;12941;2.16;2.16
2015-06-02 03:30:00.000;12941;1.84;1.84
2015-06-02 04:00:00.000;12941;1.76;1.76
2015-06-02 04:30:00.000;12941;1.84;1.84
2015-06-02 05:00:00.000;12941;1.92;1.92
2015-06-02 05:30:00.000;12941;1.84;1.84
2015-06-02 06:00:00.000;12941;1.76;1.76
2015-06-02 06:30:00.000;12941;1.76;1.76
2015-06-02 07:00:00.000;12941;1.76;1.76
2015-06-02 07:30:00.000;12941;2.16;2.16
2015-06-02 08:00:00.000;12941;2.4;2.4
2015-06-02 08:30:00.000;12941;2.48;2.48
2015-06-02 09:00:00.000;12941;2.24;2.24
2015-06-02 09:30:00.000;12941;2.24;2.24
2015-06-02 10:00:00.000;12941;1.84;1.84
2015-06-02 10:30:00.000;12941;1.76;1.76
2015-06-02 11:00:00.000;12941;2;2
2015-06-02 11:30:00.000;12941;1.76;1.76
2015-06-02 12:00:00.000;12941;1.84;1.84
2015-06-02 12:30:00.000;12941;2.16;2.16
2015-06-02 13:00:00.000;12941;1.84;1.84
2015-06-02 13:30:00.000;12941;1.76;1.76
2015-06-02 14:00:00.000;12941;1.76;1.76
2015-06-02 14:30:00.000;12941;1.84;1.84
2015-06-02 15:00:00.000;12941;1.76;1.76
2015-06-02 15:30:00.000;12941;2;2
2015-06-02 16:00:00.000;12941;1.84;1.84
2015-06-02 16:30:00.000;12941;1.76;1.76
2015-06-02 17:00:00.000;12941;1.84;1.84
2015-06-02 17:30:00.000;12941;1.92;1.92
2015-06-02 18:00:00.000;12941;1.92;1.92
2015-06-02 18:30:00.000;12941;1.84;1.84
2015-06-02 19:00:00.000;12941;1.76;1.76
2015-06-02 19:30:00.000;12941;1.76;1.76
2015-06-02 20:00:00.000;12941;1.84;1.84
2015-06-02 20:30:00.000;12941;2.32;2.32
2015-06-02 21:00:00.000;12941;2.72;2.72
2015-06-02 21:30:00.000;12941;2.56;2.56
2015-06-02 22:00:00.000;12941;2.56;2.56
2015-06-02 22:30:00.000;12941;2.56;2.56
2015-06-02 23:00:00.000;12941;2.56;2.56
2015-06-02 23:30:00.000;12941;2.56;2.56
2015-06-03 00:00:00.000;12941;2.56;2.56
2015-06-03 00:30:00.000;12941;2.56;2.56
2015-06-03 01:00:00.000;12941;2.56;2.56
2015-06-03 01:30:00.000;12941;2.48;2.48
2015-06-03 02:00:00.000;12941;2.56;2.56
2015-06-03 02:30:00.000;12941;2.32;2.32
2015-06-03 03:00:00.000;12941;2.08;2.08
2015-06-03 03:30:00.000;12941;1.92;1.92
2015-06-03 04:00:00.000;12941;1.84;1.84
2015-06-03 04:30:00.000;12941;2.08;2.08
2015-06-03 05:00:00.000;12941;1.92;1.92
2015-06-03 05:30:00.000;12941;2;2
2015-06-03 06:00:00.000;12941;1.76;1.76
2015-06-03 06:30:00.000;12941;1.84;1.84
2015-06-03 07:00:00.000;12941;1.92;1.92
2015-06-03 07:30:00.000;12941;1.76;1.76
2015-06-03 08:00:00.000;12941;1.76;1.76
2015-06-03 08:30:00.000;12941;1.76;1.76
2015-06-03 09:00:00.000;12941;1.76;1.76
2015-06-03 09:30:00.000;12941;1.84;1.84
2015-06-03 10:00:00.000;12941;2.08;2.08
2015-06-03 10:30:00.000;12941;1.76;1.76
2015-06-03 11:00:00.000;12941;1.76;1.76
2015-06-03 11:30:00.000;12941;1.84;1.84
2015-06-03 12:00:00.000;12941;1.76;1.76
2015-06-03 12:30:00.000;12941;1.76;1.76
2015-06-03 13:00:00.000;12941;2.16;2.16
2015-06-03 13:30:00.000;12941;1.76;1.76
2015-06-03 14:00:00.000;12941;1.76;1.76
